itemID,userID,rating,timestamp,category,brand
283,12608,2,10/13/2007,Portable Audio & Video,Philips
283,12651,5,10/17/2007,Home Audio,Sony
283,12700,5,10/18/2007,Car Electronics & GPS,Garmin
283,12808,5,10/24/2007,Camera & Photo,Olympus
283,12988,1,11/3/2007,Television & Video,Panasonic
283,13014,5,11/5/2007,Car Electronics & GPS,Garmin
457,13061,4,11/7/2007,Car Electronics & GPS,Garmin
283,13098,4,11/10/2007,Camera & Photo,Nikon
283,13357,1,11/25/2007,Car Electronics & GPS,Garmin
283,13393,1,11/26/2007,Computers & Accessories,Samsung
283,13513,5,12/1/2007,Camera & Photo,Fujifilm
457,13622,5,12/6/2007,Computers & Accessories,Linksys
283,13676,5,12/8/2007,Car Electronics & GPS,Garmin
283,14070,5,12/24/2007,Car Electronics & GPS,Garmin
283,14272,4,12/29/2007,Television & Video,Panasonic
283,14302,4,12/30/2007,Camera & Photo,Archos
457,14314,5,12/30/2007,Camera & Photo,Canon
457,28,4,1/5/2008,Camera & Photo,Gary Fong
283,14572,5,1/7/2008,Camera & Photo,Olympus
283,14575,5,1/7/2008,Computers & Accessories,Linksys
283,14969,5,1/18/2008,Headphones,Sennheiser
283,15064,5,1/20/2008,Car Electronics & GPS,Garmin
2,15225,3,1/27/2008,Camera & Photo,Savage
283,15225,2,1/27/2008,Camera & Photo,Savage
457,15641,5,2/13/2008,Television & Video,Panasonic
283,15644,2,2/13/2008,Camera & Photo,Sony
283,15910,5,2/25/2008,Car Electronics & GPS,Garmin
457,16149,5,3/7/2008,Television & Video,Sony
283,16200,5,3/10/2008,Headphones,EldHus
283,16298,5,3/16/2008,Television & Video,Sony
457,16299,5,3/16/2008,Television & Video,Sony
283,16399,4,3/22/2008,Headphones,Panasonic
457,16724,4,4/5/2008,Computers & Accessories,Linksys
457,16775,5,4/6/2008,Computers & Accessories,Toshiba
283,16822,3,4/7/2008,Computers & Accessories,Linksys
647,16871,5,4/9/2008,Computers & Accessories,Linksys
283,16903,5,4/11/2008,Television & Video,Panasonic
283,16982,5,4/15/2008,Headphones,Sennheiser
457,17231,5,4/27/2008,Computers & Accessories,Logitech
283,17498,5,5/9/2008,Portable Audio & Video,Archos
457,18010,4,6/4/2008,Camera & Photo,Canon
283,18143,4,6/9/2008,Computers & Accessories,Linksys
457,18413,5,6/20/2008,Car Electronics & GPS,Garmin
283,18447,5,6/22/2008,Camera & Photo,Canon
283,18575,4,6/28/2008,Camera & Photo,Canon
283,18649,5,7/1/2008,Television & Video,Panasonic
283,18678,4,7/3/2008,Car Electronics & GPS,Garmin
283,18710,5,7/4/2008,Car Electronics & GPS,Garmin
283,19060,5,7/16/2008,Car Electronics & GPS,Garmin
283,19251,5,7/24/2008,Camera & Photo,Nikon
283,19306,4,7/26/2008,Car Electronics & GPS,Garmin
283,19446,5,8/1/2008,Headphones,Bose
647,19499,3,8/3/2008,Car Electronics & GPS,Garmin
283,19587,2,8/7/2008,Camera & Photo,Kodak
647,19614,5,8/8/2008,Car Electronics & GPS,Garmin
283,19670,5,8/10/2008,Computers & Accessories,Kensington
283,20155,3,8/29/2008,Computers & Accessories,Linksys
647,20227,5,8/31/2008,Computers & Accessories,Linksys
283,20246,4,8/31/2008,Car Electronics & GPS,Garmin
457,6313,5,9/5/2008,Computers & Accessories,Kensington
468,7000,1,9/7/2008,Portable Audio & Video,Archos
259,20443,5,9/7/2008,Camera & Photo,Canon
468,2669,3,9/11/2008,Portable Audio & Video,Archos
283,20607,3,9/14/2008,Car Electronics & GPS,Garmin
457,20627,4,9/14/2008,Car Electronics & GPS,Garmin
283,20707,4,9/17/2008,Camera & Photo,Panasonic
457,20898,4,9/24/2008,Camera & Photo,Samsung
283,21107,5,10/4/2008,Camera & Photo,Nikon
283,21301,4,10/12/2008,Car Electronics & GPS,Garmin
283,21440,5,10/18/2008,Camera & Photo,Samsung
468,13424,5,10/22/2008,Computers & Accessories,Linksys
457,21575,5,10/24/2008,Camera & Photo,Kodak
283,21871,5,11/9/2008,Computers & Accessories,Linksys
259,21902,5,11/11/2008,Headphones,Philips
283,21920,5,11/11/2008,Car Electronics & GPS,Garmin
283,22112,4,11/20/2008,Camera & Photo,Kodak
457,22138,3,11/22/2008,Camera & Photo,Fujifilm
259,22171,4,11/23/2008,Portable Audio & Video,Archos
111,22229,5,11/25/2008,Headphones,Sennheiser
283,22255,2,11/25/2008,Portable Audio & Video,Uniden
283,22260,5,11/25/2008,Car Electronics & GPS,Garmin
283,22432,3,12/2/2008,Camera & Photo,Gary Fong
647,2915,3,12/13/2008,Computers & Accessories,Logitech
457,22757,4,12/14/2008,Computers & Accessories,Toshiba
283,22835,5,12/16/2008,Accessories & Supplies,Vivitar
283,22839,4,12/16/2008,Car Electronics & GPS,Garmin
283,22878,3,12/16/2008,Camera & Photo,Kodak
283,23004,4,12/20/2008,Computers & Accessories,Logitech
283,23307,5,12/28/2008,Camera & Photo,Nikon
283,23627,5,1/6/2009,Car Electronics & GPS,Garmin
283,23679,4,1/6/2009,Headphones,Philips
283,23681,5,1/6/2009,Car Electronics & GPS,Garmin
283,23866,5,1/7/2009,Camera & Photo,Kodak
283,24116,4,1/12/2009,Car Electronics & GPS,Garmin
283,24117,5,1/12/2009,Car Electronics & GPS,Garmin
283,24523,5,1/21/2009,Car Electronics & GPS,Garmin
468,25269,2,2/14/2009,Portable Audio & Video,Archos
457,25476,5,2/21/2009,Camera & Photo,Sony
647,25518,5,2/22/2009,Camera & Photo,Nikon
647,22606,5,4/1/2009,Camera & Photo,Fujifilm
457,26712,5,4/8/2009,Camera & Photo,Fujifilm
283,20700,3,4/8/2009,Camera & Photo,Fujifilm
259,26945,1,4/16/2009,Computers & Accessories,Linksys
2,10310,5,4/19/2009,Camera & Photo,Gary Fong
283,27044,1,4/19/2009,Computers & Accessories,Linksys
468,27242,4,4/27/2009,Computers & Accessories,Linksys
457,27346,5,4/30/2009,Camera & Photo,Fujifilm
468,27367,2,5/1/2009,Computers & Accessories,Linksys
468,27389,5,5/2/2009,Camera & Photo,Nikon
283,27410,5,5/3/2009,Camera & Photo,Samsung
259,27772,5,5/16/2009,Car Electronics & GPS,Garmin
619,27794,4,5/17/2009,Car Electronics & GPS,JVC
259,27812,4,5/17/2009,Computers & Accessories,HP
457,11517,4,5/28/2009,Camera & Photo,Fujifilm
2,28485,5,6/10/2009,Computers & Accessories,Linksys
457,28569,5,6/13/2009,Car Electronics & GPS,JVC
457,28866,5,6/24/2009,Portable Audio & Video,Philips
283,28890,5,6/25/2009,Computers & Accessories,Linksys
457,28926,5,6/26/2009,Camera & Photo,Fujifilm
457,29231,5,7/6/2009,Camera & Photo,Panasonic
2,29375,5,7/10/2009,Car Electronics & GPS,Garmin
457,29384,5,7/11/2009,Computers & Accessories,Linksys
283,29504,3,7/15/2009,Portable Audio & Video,Philips
2,29573,5,7/18/2009,Camera & Photo,Kodak
457,29650,1,7/23/2009,Computers & Accessories,Linksys
2,29741,5,7/28/2009,Portable Audio & Video,Uniden
619,29637,4,7/29/2009,Computers & Accessories,Linksys
457,29916,4,8/5/2009,Computers & Accessories,Linksys
647,5687,4,8/9/2009,Camera & Photo,Fujifilm
468,30074,3,8/11/2009,Headphones,Sennheiser
2,15711,5,8/26/2009,Camera & Photo,Nikon
457,30723,2,9/1/2009,Camera & Photo,Kodak
2,30760,2,9/2/2009,Computers & Accessories,Linksys
1124,30890,1,9/6/2009,Camera & Photo,Fujifilm
111,30997,5,9/9/2009,Camera & Photo,Kodak
1124,31166,5,9/12/2009,Camera & Photo,Olympus
468,30600,5,9/23/2009,Camera & Photo,Sony
1124,31644,2,9/24/2009,Computers & Accessories,Linksys
1124,31646,5,9/24/2009,Computers & Accessories,Logitech
2,31673,5,9/25/2009,Computers & Accessories,Logitech
2,31704,4,9/26/2009,Camera & Photo,Kodak
1124,13292,5,10/7/2009,Camera & Photo,Canon
468,32564,5,10/22/2009,Portable Audio & Video,Apple
1124,33417,5,11/16/2009,Camera & Photo,Kodak
2,33663,1,11/23/2009,Portable Audio & Video,Philips
457,33851,5,11/27/2009,Portable Audio & Video,Sony
457,34063,5,12/2/2009,Camera & Photo,Kodak
1124,34559,5,12/12/2009,Camera & Photo,Nikon
2,34971,5,12/21/2009,Camera & Photo,Kodak
457,33949,5,12/22/2009,Computers & Accessories,Logitech
457,35227,5,12/26/2009,Camera & Photo,Sony
1124,35748,5,1/4/2010,Camera & Photo,Canon
2,36012,3,1/9/2010,Computers & Accessories,Sennheiser
2,36081,4,1/10/2010,Portable Audio & Video,Philips
1124,36400,1,1/18/2010,Computers & Accessories,Linksys
1124,36534,5,1/21/2010,Camera & Photo,Fujifilm
111,36583,5,1/21/2010,Portable Audio & Video,Sony
1124,36724,4,1/24/2010,Camera & Photo,Fujifilm
457,36964,4,1/30/2010,Camera & Photo,Fujifilm
647,37458,5,2/3/2010,Portable Audio & Video,Apple
2,37571,5,2/5/2010,Camera & Photo,JVC
1124,37789,1,2/8/2010,Camera & Photo,Polaroid
468,38270,5,2/16/2010,Camera & Photo,Fujifilm
1124,27983,5,2/20/2010,Computers & Accessories,Logitech
457,27830,4,3/1/2010,Computers & Accessories,ViewSonic
457,38967,5,3/4/2010,Computers & Accessories,Linksys
647,39138,2,3/8/2010,Car Electronics & GPS,JVC
1124,28977,5,3/22/2010,Car Electronics & GPS,JVC
1124,39923,1,3/28/2010,Computers & Accessories,Linksys
457,18908,2,4/11/2010,Camera & Photo,Kodak
457,40489,4,4/12/2010,Camera & Photo,Kodak
468,40663,4,4/16/2010,Headphones,Panasonic
1124,41034,1,4/27/2010,Camera & Photo,ViewSonic
1124,41098,5,4/29/2010,Camera & Photo,Nikon
647,41108,4,4/29/2010,Camera & Photo,Fujifilm
2,41222,1,5/3/2010,Camera & Photo,Panasonic
2,41378,4,5/7/2010,Computers & Accessories,ViewSonic
259,41954,5,5/21/2010,Computers & Accessories,Linksys
457,5354,5,5/23/2010,Computers & Accessories,Logitech
2,42278,1,5/31/2010,Camera & Photo,Sony
259,42460,1,6/6/2010,Computers & Accessories,Logitech
457,42719,5,6/12/2010,Camera & Photo,Nikon
1124,42800,4,6/14/2010,Camera & Photo,Sony
457,42821,5,6/15/2010,Portable Audio & Video,Sony
619,42997,4,6/21/2010,Computers & Accessories,Logitech
2,43088,4,6/24/2010,Camera & Photo,Fujifilm
457,43175,4,6/26/2010,Camera & Photo,Olympus
111,43353,5,7/1/2010,Headphones,Philips
2,43459,5,7/4/2010,Camera & Photo,Nikon
457,43614,1,7/9/2010,Portable Audio & Video,Uniden
111,43959,5,7/18/2010,Camera & Photo,Canon
1124,44185,5,7/23/2010,Camera & Photo,Olympus
1124,44442,5,7/30/2010,Computers & Accessories,Logitech
283,44764,5,8/8/2010,Camera & Photo,Nikon
1124,44881,5,8/11/2010,Camera & Photo,Nikon
1124,45142,5,8/19/2010,Computers & Accessories,Logitech
2,19539,4,8/22/2010,Television & Video,Panasonic
457,45365,4,8/24/2010,Computers & Accessories,Logitech
619,45389,1,8/24/2010,Camera & Photo,Vivitar
1124,45443,5,8/26/2010,Camera & Photo,Polaroid
457,45445,1,8/26/2010,Camera & Photo,Kodak
1372,45660,4,8/31/2010,Car Electronics & GPS,Garmin
1124,45695,5,9/1/2010,Camera & Photo,Fujifilm
457,46245,2,9/14/2010,Computers & Accessories,Logitech
457,46636,5,9/22/2010,Camera & Photo,Nikon
111,5002,3,9/24/2010,Camera & Photo,Kodak
283,46741,1,9/25/2010,Camera & Photo,Fujifilm
2,46957,5,9/29/2010,Car Electronics & GPS,Uniden
457,47451,1,10/11/2010,Computers & Accessories,Fujifilm
1124,47492,5,10/12/2010,Computers & Accessories,Kensington
468,47550,5,10/13/2010,Portable Audio & Video,Philips
457,24350,1,10/24/2010,Computers & Accessories,Linksys
1124,48179,4,10/28/2010,Television & Video,Panasonic
468,48234,5,10/29/2010,Computers & Accessories,Sennheiser
1124,48328,4,11/1/2010,Accessories & Supplies,Samsung
457,18324,4,11/6/2010,Camera & Photo,Linksys
111,48824,1,11/11/2010,Computers & Accessories,Linksys
259,17990,5,11/15/2010,Computers & Accessories,Fujifilm
1372,49007,5,11/16/2010,Headphones,EldHus
457,18890,4,11/21/2010,Computers & Accessories,Fujifilm
1124,49312,4,11/23/2010,Camera & Photo,Canon
468,49779,4,12/2/2010,Computers & Accessories,Fujifilm
457,50667,5,12/20/2010,Computers & Accessories,Logitech
619,50755,4,12/21/2010,Camera & Photo,Linksys
1124,24634,4,12/21/2010,Computers & Accessories,Logitech
2,51012,5,12/25/2010,Headphones,JLAB
2,51118,5,12/26/2010,Camera & Photo,Kodak
1124,51454,5,12/29/2010,Camera & Photo,Olympus
259,51638,5,12/31/2010,Car Electronics & GPS,JVC
1372,13292,4,12/31/2010,Camera & Photo,Gary Fong
457,51771,3,1/1/2011,Computers & Accessories,Logitech
1124,52042,5,1/4/2011,Computers & Accessories,Linksys
1124,52163,1,1/5/2011,Computers & Accessories,Linksys
259,52265,3,1/7/2011,Camera & Photo,Kodak
1496,52353,1,1/9/2011,Computers & Accessories,Linksys
457,27239,4,1/10/2011,Portable Audio & Video,Philips
1496,52712,5,1/13/2011,Camera & Photo,Fujifilm
457,52965,4,1/17/2011,Computers & Accessories,Linksys
1124,53027,1,1/18/2011,Camera & Photo,Polaroid
647,53203,4,1/20/2011,Camera & Photo,Nikon
1124,53596,4,1/27/2011,Camera & Photo,Fujifilm
457,53918,5,2/2/2011,Camera & Photo,Nikon
1124,54256,2,2/8/2011,Camera & Photo,Nikon
2,54289,5,2/8/2011,Camera & Photo,Kodak
457,54317,5,2/8/2011,Computers & Accessories,Logitech
1496,54379,2,2/9/2011,Camera & Photo,HP
1496,22606,5,2/13/2011,Computers & Accessories,Linksys
1124,43140,1,2/13/2011,Camera & Photo,Kodak
619,54639,5,2/14/2011,Camera & Photo,Gary Fong
457,54705,4,2/15/2011,Computers & Accessories,Linksys
1496,54835,1,2/17/2011,Camera & Photo,Nikon
468,54936,5,2/19/2011,Camera & Photo,Kodak
1496,54938,4,2/19/2011,Headphones,Sennheiser
1124,40110,5,2/19/2011,Computers & Accessories,Logitech
2,18908,3,2/24/2011,Computers & Accessories,Logitech
111,55268,4,2/25/2011,Headphones,Philips
1496,55516,5,3/2/2011,Camera & Photo,Nikon
259,55532,4,3/2/2011,Headphones,Philips
457,55556,5,3/3/2011,Camera & Photo,Canon
2,55579,5,3/3/2011,Computers & Accessories,Logitech
1124,55586,4,3/3/2011,Camera & Photo,Nikon
1496,55792,5,3/7/2011,Headphones,Sennheiser
1372,55814,5,3/7/2011,Computers & Accessories,Toshiba
1496,56373,5,3/19/2011,Camera & Photo,Sony
1496,56427,5,3/20/2011,Camera & Photo,Kodak
2,56632,5,3/24/2011,Home Audio,Sony
1496,56651,4,3/24/2011,Accessories & Supplies,EldHus
259,56749,4,3/26/2011,Computers & Accessories,Jabra
457,57100,3,4/2/2011,Car Electronics & GPS,Garmin
1496,57141,5,4/3/2011,Computers & Accessories,Logitech
259,57601,5,4/13/2011,Accessories & Supplies,ebasy
259,57772,5,4/17/2011,Camera & Photo,Fujifilm
1496,58263,4,4/26/2011,Portable Audio & Video,Apple
619,58343,5,4/27/2011,Accessories & Supplies,EldHus
457,58457,4,5/1/2011,Portable Audio & Video,Sony
468,58703,5,5/4/2011,Camera & Photo,Fujifilm
2,59041,1,5/11/2011,Headphones,JLAB
259,59083,1,5/12/2011,Accessories & Supplies,EldHus
457,59507,5,5/21/2011,Headphones,Panasonic
619,59565,5,5/23/2011,Camera & Photo,Nikon
1496,59973,5,6/1/2011,Home Audio,Pyle
2,60814,5,6/17/2011,Headphones,Philips
457,61000,5,6/21/2011,Headphones,Panasonic
468,61005,4,6/21/2011,Portable Audio & Video,Uniden
1605,61486,5,6/29/2011,Television & Video,Panasonic
1124,62128,5,7/11/2011,Computers & Accessories,Logitech
468,62138,5,7/11/2011,Headphones,Bose
457,62262,4,7/13/2011,Camera & Photo,Kodak
2,42499,5,7/18/2011,Camera & Photo,Canon
259,62592,1,7/20/2011,Headphones,Philips
1496,62842,4,7/24/2011,Portable Audio & Video,Sony
468,19855,1,7/26/2011,Headphones,Sennheiser
259,63021,3,7/28/2011,Headphones,Sennheiser
259,62459,4,8/3/2011,Headphones,Bose
457,58739,3,8/6/2011,Camera & Photo,Nikon
1496,63630,1,8/8/2011,Camera & Photo,JVC
1496,63769,2,8/10/2011,Headphones,JLAB
1496,64407,4,8/22/2011,Television & Video,Panasonic
619,64411,4,8/22/2011,Headphones,JLAB
1496,34533,4,8/23/2011,Headphones,Bose
619,64477,5,8/23/2011,Headphones,JLAB
1575,64558,5,8/24/2011,Headphones,Sennheiser
1496,27386,3,8/27/2011,Headphones,Jabra
1124,64951,1,8/31/2011,Headphones,Philips
468,64980,4,8/31/2011,Camera & Photo,Nikon
619,65216,5,9/5/2011,Camera & Photo,Nikon
647,56423,4,9/7/2011,Headphones,Jabra
468,65859,4,9/15/2011,Headphones,Jabra
1372,47886,5,9/16/2011,Television & Video,Panasonic
1124,13534,4,9/20/2011,Headphones,Jabra
259,66206,4,9/21/2011,Headphones,Philips
1670,66242,3,9/21/2011,Headphones,Jabra
647,66248,2,9/21/2011,Headphones,Jabra
457,66290,4,9/22/2011,Portable Audio & Video,Philips
111,66403,5,9/24/2011,Computers & Accessories,Logitech
1496,66578,5,9/27/2011,Camera & Photo,Kodak
259,66941,5,10/3/2011,Computers & Accessories,Logitech
1575,36399,5,10/4/2011,Computers & Accessories,Logitech
457,67136,5,10/6/2011,Headphones,Sony
1670,67309,5,10/9/2011,Headphones,Jabra
1670,3581,2,10/10/2011,Computers & Accessories,Logitech
619,67522,4,10/12/2011,Camera & Photo,Olympus
1605,46489,5,10/14/2011,Television & Video,Panasonic
1124,22916,4,10/17/2011,Headphones,Jabra
468,67822,4,10/18/2011,Computers & Accessories,Logitech
1575,3789,2,10/25/2011,Headphones,Bose
1496,20645,4,10/28/2011,Headphones,JLAB
619,68536,5,10/28/2011,Television & Video,Panasonic
1715,68552,4,10/28/2011,Camera & Photo,Sony
111,56616,4,10/28/2011,Computers & Accessories,Logitech
457,68593,5,10/29/2011,Television & Video,Panasonic
1670,68712,4,10/31/2011,Computers & Accessories,Logitech
457,68768,2,11/1/2011,Headphones,Sennheiser
647,68815,5,11/1/2011,Computers & Accessories,Logitech
1124,52242,4,11/4/2011,Headphones,Bose
1496,69006,5,11/4/2011,Headphones,Sennheiser
1496,69008,5,11/4/2011,Television & Video,Panasonic
457,69034,5,11/5/2011,Portable Audio & Video,Sony
259,43419,5,11/7/2011,Television & Video,Panasonic
1496,69294,5,11/8/2011,Camera & Photo,Kodak
1124,69841,5,11/16/2011,Headphones,JLAB
1575,69867,4,11/16/2011,Accessories & Supplies,ebasy
259,69939,5,11/17/2011,Headphones,Sennheiser
1605,69944,5,11/17/2011,Camera & Photo,Savage
1575,70170,2,11/21/2011,Camera & Photo,Nikon
1124,70286,3,11/22/2011,Camera & Photo,Polaroid
1124,70458,5,11/25/2011,Car Electronics & GPS,Garmin
468,70525,2,11/25/2011,Accessories & Supplies,EldHus
1670,70900,5,11/29/2011,Computers & Accessories,Logitech
2,70931,2,11/29/2011,Camera & Photo,ViewSonic
259,70956,1,11/30/2011,Camera & Photo,Kodak
1496,71323,1,12/4/2011,Headphones,Bose
619,71415,2,12/5/2011,Headphones,Philips
619,71470,4,12/5/2011,Portable Audio & Video,Philips
1496,50755,2,12/7/2011,Accessories & Supplies,Jabra
457,72119,5,12/12/2011,Camera & Photo,Samsung
791,50721,1,12/13/2011,Camera & Photo,Nikon
457,72347,4,12/14/2011,Camera & Photo,Fujifilm
1496,72644,3,12/18/2011,Camera & Photo,Nikon
791,63547,3,12/22/2011,Camera & Photo,Linksys
1496,73138,5,12/23/2011,Headphones,Philips
1575,73140,1,12/23/2011,Headphones,Bose
1496,73512,2,12/27/2011,Camera & Photo,Generic
1372,73571,5,12/27/2011,Headphones,Sennheiser
1605,73585,2,12/27/2011,Computers & Accessories,Archos
1372,42373,5,12/28/2011,Portable Audio & Video,Logitech
791,73904,4,12/29/2011,Camera & Photo,Nikon
1575,73945,4,12/29/2011,Camera & Photo,Kodak
1575,73982,3,12/29/2011,Computers & Accessories,Logitech
1124,74141,5,12/30/2011,Headphones,Philips
1124,74152,5,12/31/2011,Computers & Accessories,ebasy
2,74238,5,12/31/2011,Computers & Accessories,Logitech
791,74687,5,1/4/2012,Camera & Photo,Kodak
1496,74954,1,1/6/2012,Camera & Photo,Kodak
1670,75056,1,1/7/2012,Headphones,Panasonic
457,75351,5,1/9/2012,Camera & Photo,Sony
791,75548,5,1/11/2012,Headphones,JLAB
791,75787,5,1/13/2012,Accessories & Supplies,Etre Jeune
1372,76098,1,1/16/2012,Computers & Accessories,Logitech
1124,76107,5,1/16/2012,Camera & Photo,Samsung
1670,76112,5,1/16/2012,Headphones,Bose
1496,76357,2,1/18/2012,Camera & Photo,Samsung
791,75985,5,1/23/2012,Computers & Accessories,Logitech
111,76835,4,1/23/2012,Headphones,JLAB
259,64199,3,1/25/2012,Computers & Accessories,Bose
1715,77105,4,1/27/2012,Headphones,Sennheiser
1372,77388,2,1/30/2012,Headphones,JLAB
1715,77527,4,2/1/2012,Computers & Accessories,Logitech
111,77972,5,2/6/2012,Headphones,Sennheiser
1605,78040,5,2/7/2012,Computers & Accessories,ebasy
1124,78234,5,2/9/2012,Camera & Photo,ViewSonic
468,78307,4,2/10/2012,Computers & Accessories,Logitech
468,78489,5,2/12/2012,Camera & Photo,Kodak
2,9631,5,2/14/2012,Camera & Photo,Neewer
791,79152,3,2/20/2012,Portable Audio & Video,Sony
111,79159,5,2/20/2012,Headphones,Sennheiser
2,24269,5,2/23/2012,Camera & Photo,Samsung
1496,79502,5,2/24/2012,Headphones,Philips
2,33274,5,2/25/2012,Camera & Photo,Sony
2,9447,4,2/27/2012,Computers & Accessories,Bose
1496,79836,5,2/29/2012,Camera & Photo,Nikon
1670,79916,5,3/1/2012,Camera & Photo,Nikon
468,79942,4,3/1/2012,Headphones,JLAB
791,80121,5,3/4/2012,Headphones,EldHus
647,45049,5,3/4/2012,Computers & Accessories,Logitech
457,80262,5,3/6/2012,Camera & Photo,ViewSonic
791,80262,4,3/6/2012,Headphones,JLAB
457,44442,5,3/10/2012,Camera & Photo,Gary Fong
457,47212,3,3/13/2012,Camera & Photo,Canon
1124,80969,2,3/15/2012,Camera & Photo,Kodak
111,81710,1,3/25/2012,Computers & Accessories,Apple
468,81806,5,3/26/2012,Camera & Photo,Gary Fong
259,13622,5,3/27/2012,Camera & Photo,Kodak
2031,81959,5,3/28/2012,Camera & Photo,Sony
1496,18878,3,4/1/2012,Headphones,JLAB
2031,29630,2,4/1/2012,Camera & Photo,Kodak
457,82777,1,4/9/2012,Computers & Accessories,Logitech
791,68663,5,4/9/2012,Headphones,Bose
1670,82921,4,4/10/2012,Headphones,Etre Jeune
1124,43766,3,4/13/2012,Computers & Accessories,Logitech
1372,64954,4,4/19/2012,Camera & Photo,Neewer
1124,83846,2,4/23/2012,Accessories & Supplies,EldHus
457,83933,3,4/25/2012,Headphones,JLAB
111,84047,5,4/26/2012,Headphones,Sennheiser
2129,84108,1,4/27/2012,Camera & Photo,Linksys
1670,84109,4,4/27/2012,Computers & Accessories,Linksys
1605,84528,5,5/3/2012,Computers & Accessories,Logitech
791,84570,3,5/4/2012,Headphones,Bose
1372,84742,4,5/7/2012,Television & Video,Panasonic
1372,84970,4,5/10/2012,Computers & Accessories,Logitech
619,85297,5,5/14/2012,Computers & Accessories,Logitech
111,28664,5,5/16/2012,Computers & Accessories,Logitech
259,33274,3,5/16/2012,Headphones,Sennheiser
791,85491,4,5/17/2012,Headphones,Jabra
2,85498,5,5/17/2012,Accessories & Supplies,EldHus
1575,85822,1,5/22/2012,Camera & Photo,Gary Fong
1124,85858,1,5/22/2012,Television & Video,Samsung
1575,86117,5,5/25/2012,Camera & Photo,Olympus
1124,86252,4,5/28/2012,Computers & Accessories,Logitech
1670,86607,1,6/2/2012,Camera & Photo,Nikon
791,86718,5,6/3/2012,Accessories & Supplies,EldHus
